feedback_text,sentiment
We had to sell our produce at throwaway prices #248,Negative
The app for fertilizer tracking is working well #295,Positive
The mobile alerts are useful for daily farming tips #589,Positive
There is no support during natural disasters #282,Negative
The mobile app for services is not working properly #423,Negative
There are no current issues in the supply chain #350,Neutral
We are losing hope due to consistent crop failure #427,Negative
Weather has been neither too dry nor too wet so far #253,Neutral
The drip irrigation system is working really well #426,Positive
We’ve had a bumper harvest of rice this season #535,Positive
The market prices are too low to make a profit #55,Negative
We are facing water scarcity in our village #865,Negative
Farmers attended a local meeting on agriculture trends #505,Neutral
Storage facilities are in very poor condition #426,Negative
The online portal made seed ordering very easy #133,Positive
Unseasonal rains have caused major crop losses #838,Negative
Storage facilities are in very poor condition #826,Negative
Weather conditions have been perfect for sowing #422,Positive
Most farmers are preparing for the next sowing season #659,Neutral
There is average participation in training events #29,Neutral
The farm produce looks standard this season #990,Neutral
We are not getting enough returns to repay our loans #369,Negative
I'm happy with how the new organic methods are working #557,Positive
We’re maintaining our usual schedule for sowing #44,Neutral
There are no proper roads to transport our produce #487,Negative
The soil seems to be holding moisture well #680,Neutral
I'm confident we'll have a great season ahead #571,Positive
The new irrigation system is saving us a lot of water #353,Positive
The canal water system is functioning well now #92,Positive
The rainfall has been average compared to last year #563,Neutral
There is steady demand in the local market #534,Neutral
There was a power cut during crucial irrigation hours #171,Negative
We are continuing with our usual cropping pattern #249,Neutral
We are unable to access good quality seeds #286,Negative
Pests destroyed most of our harvest this year #703,Negative
We are not getting enough returns to repay our loans #469,Negative
The new seeds failed to germinate properly #908,Negative
Local vendors are exploiting us by offering low prices #478,Negative
The early sowing advice helped avoid pests #698,Positive
The fields have been plowed and are ready for sowing #507,Neutral
The organic fair gave us great exposure #349,Positive
Fodder for livestock is not available this year #645,Negative
All tools and machines are working as expected #347,Neutral
Farming operations are progressing steadily #432,Neutral
The pest situation is currently under observation #169,Neutral
Unseasonal rains have caused major crop losses #138,Negative
We had to sell our produce at throwaway prices #798,Negative
Fodder for livestock is not available this year #545,Negative
We haven't faced any new challenges so far #837,Neutral
The water supply is consistent but not excessive #821,Neutral
No one came for the soil testing we requested #340,Negative
We are using the same resources as last year #491,Neutral
Our crop yield has significantly increased this year #454,Positive
I'm satisfied with the quality of seeds provided #914,Positive
We’re facing huge losses this season again #200,Negative
Our crops were destroyed by wild animals #275,Negative
There’s no help during pest infestations #867,Negative
The new tractor loan has helped speed up fieldwork #38,Positive
The farm produce was sold out quickly this week #975,Positive
The water supply is consistent but not excessive #771,Neutral
Our livestock is healthier with the new fodder program #984,Positive
Heavy rains washed away the seeds after sowing #806,Negative
